UFID,SCLS,FMTA,OBJECTID_1,OBJECTID,BASE_YEAR,ADM_CD,ADM_NM,Shape_Area,GU_CODE,GU_NAME,POP
100037612004C0071a6f9ce6cd4fe4708,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071264e5805ad3e456f,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C00718384fefebcef4eac,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C007113441fedb3504871,C0076116,S2114919,"269",269.00000000000,"2016","1117065",개봉3동,827818.60974400002,"11530",구로구,"22184"
100037612004C0071cf03756556704c43,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C00714e7a3900473042a8,C0076116,S2114919,"269",269.00000000000,"2016","1117065",개봉3동,827818.60974400002,"11530",구로구,"22184"
100037612004C0071f845b9166568407e,C0076116,S2114919,"269",269.00000000000,"2016","1117065",개봉3동,827818.60974400002,"11530",구로구,"22184"
100037612004C00713bc7e0853d5b48a2,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C00714256b6b66d964abe,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C00714b572fc0cbd94d3a,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C00717afbb03163f94979,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C007194608b3972704fd5,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071b846376456e24e57,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C007157d514e67b084321,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071feabf5a2c8a74f70,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071708deda5e124406e,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071fdc9a23e64564e9d,C0076116,S2114919,"270",270.00000000000,"2016","1117067",오류1동,727301.61460099998,"11530",구로구,"22696"
100037612004C00711c77226d913143ee,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C00719664ae9e520648da,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C00715497695495aa40ee,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071bf89f34189414ab1,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C007128b67438e57e4e1e,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071f8e2b9391a0c492f,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C00719fb18893ea3b4ca2,C0076116,S2114919,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
