,AREA,PERIMETER,ELEVATION
869,202465.31,546109.91,30.6
870,202465.31,546019.91,27.42
871,202465.31,545929.91,25.32
872,202465.31,545839.91,22.75
873,202465.31,545749.91,20.84
874,202465.31,545659.91,26.27
875,202465.31,545569.91,30.79
876,202465.31,545479.91,28.73
877,202465.31,545389.91,23.37
878,202465.31,545299.91,20.71
879,202465.31,545209.91,31.03
880,202465.31,545119.91,41.38
881,202465.31,545029.91,48.25
882,202465.31,544939.91,42.93
883,202465.31,544849.91,41.23
884,202465.31,544759.91,44.45
885,202465.31,544669.91,40.01
886,202465.31,544579.91,32.08
887,202465.31,544489.91,27.48
888,202465.31,544399.91,23.9
889,202465.31,544309.91,20.76
890,202465.31,544219.91,19.17
891,202465.31,544129.91,18.22
892,202465.31,544039.91,17.21
893,202465.31,543949.91,16.34
894,202465.31,543859.91,16.18
895,202465.31,543769.91,16.51
896,202465.31,543679.91,16.85
897,202465.31,543589.91,17.17
898,202465.31,543499.91,17.41
899,202465.31,543409.91,17.7
900,202555.31,548899.91,4.37
901,202555.31,548809.91,4.52
902,202555.31,548719.91,4.66
903,202555.31,548629.91,4.79
904,202555.31,548539.91,5.02
905,202555.31,548449.91,5.25
906,202555.31,548359.91,14.93
907,202555.31,548269.91,20.14
908,202555.31,548179.91,19.16
909,202555.31,548089.91,18.96
910,202555.31,547999.91,20.4
911,202555.31,547909.91,21.66
912,202555.31,547819.91,21.65
913,202555.31,547729.91,22.37
914,202555.31,547639.91,23.45
915,202555.31,547549.91,23.77
916,202555.31,547459.91,22.58
917,202555.31,547369.91,20.47
918,202555.31,547279.91,18.56
919,202555.31,547189.91,17.36
920,202555.31,547099.91,19.53
921,202555.31,547009.91,23.37
922,202555.31,546919.91,26.9
923,202555.31,546829.91,29.64
924,202555.31,546739.91,30.19
925,202555.31,546649.91,30.03
926,202555.31,546559.91,30.88
927,202555.31,546469.91,32.94
928,202555.31,546379.91,36.46
929,202555.31,546289.91,37.86
930,202555.31,546199.91,34.51
931,202555.31,546109.91,30.08
932,202555.31,546019.91,27.7
933,202555.31,545929.91,26.97
934,202555.31,545839.91,26.37
935,202555.31,545749.91,24.89
936,202555.31,545659.91,33.36
937,202555.31,545569.91,38.45
938,202555.31,545479.91,34.25
939,202555.31,545389.91,26.75
940,202555.31,545299.91,23.21
941,202555.31,545209.91,33.0
942,202555.31,545119.91,44.4
943,202555.31,545029.91,51.62
944,202555.31,544939.91,50.71
945,202555.31,544849.91,52.91
946,202555.31,544759.91,54.07
947,202555.31,544669.91,46.49
948,202555.31,544579.91,39.32
949,202555.31,544489.91,33.8
950,202555.31,544399.91,27.87
951,202555.31,544309.91,23.96
952,202555.31,544219.91,23.65
953,202555.31,544129.91,22.37
954,202555.31,544039.91,19.7
955,202555.31,543949.91,17.82
956,202555.31,543859.91,16.99
957,202555.31,543769.91,16.74
958,202555.31,543679.91,17.13
959,202555.31,543589.91,17.75
960,202555.31,543499.91,17.78
961,202555.31,543409.91,17.74
962,202555.31,543319.91,18.09
963,202555.31,543229.91,18.48
964,202645.31,548899.91,4.26
965,202645.31,548809.91,4.48
966,202645.31,548719.91,4.67
967,202645.31,548629.91,4.84
968,202645.31,548539.91,5.12
969,202645.31,548449.91,5.38
970,202645.31,548359.91,13.56
971,202645.31,548269.91,19.36
972,202645.31,548179.91,19.29
973,202645.31,548089.91,18.79
974,202645.31,547999.91,18.67
975,202645.31,547909.91,18.55
976,202645.31,547819.91,19.69
977,202645.31,547729.91,21.47
978,202645.31,547639.91,23.34
979,202645.31,547549.91,24.16
980,202645.31,547459.91,22.66
981,202645.31,547369.91,20.22
982,202645.31,547279.91,18.62
983,202645.31,547189.91,17.95
984,202645.31,547099.91,20.02
985,202645.31,547009.91,23.73
986,202645.31,546919.91,28.03
987,202645.31,546829.91,30.96
988,202645.31,546739.91,32.13
989,202645.31,546649.91,32.31
990,202645.31,546559.91,33.06
991,202645.31,546469.91,35.73
992,202645.31,546379.91,35.84
993,202645.31,546289.91,33.54
994,202645.31,546199.91,31.37
995,202645.31,546109.91,29.8
996,202645.31,546019.91,28.79
997,202645.31,545929.91,29.81
998,202645.31,545839.91,30.98
999,202645.31,545749.91,33.3
1000,202645.31,545659.91,41.07
1001,202645.31,545569.91,41.3
1002,202645.31,545479.91,33.87
1003,202645.31,545389.91,28.65
1004,202645.31,545299.91,30.84
1005,202645.31,545209.91,41.38
1006,202645.31,545119.91,51.87
1007,202645.31,545029.91,58.4
1008,202645.31,544939.91,59.69
1009,202645.31,544849.91,60.56
1010,202645.31,544759.91,62.56
1011,202645.31,544669.91,55.15
1012,202645.31,544579.91,47.92
1013,202645.31,544489.91,39.56
1014,202645.31,544399.91,30.82
1015,202645.31,544309.91,26.65
1016,202645.31,544219.91,26.29
1017,202645.31,544129.91,25.35
1018,202645.31,544039.91,21.96
1019,202645.31,543949.91,18.79
1020,202645.31,543859.91,17.35
1021,202645.31,543769.91,17.1
1022,202645.31,543679.91,17.49
1023,202645.31,543589.91,18.15
1024,202645.31,543499.91,18.49
1025,202645.31,543409.91,18.57
1026,202645.31,543319.91,18.43
1027,202645.31,543229.91,18.62
1028,202645.31,543139.91,19.15
1029,202735.31,548899.91,4.22
1030,202735.31,548809.91,4.5
1031,202735.31,548719.91,4.72
1032,202735.31,548629.91,4.91
1033,202735.31,548539.91,5.2
1034,202735.31,548449.91,5.5
1035,202735.31,548359.91,9.91
1036,202735.31,548269.91,17.26
1037,202735.31,548179.91,19.57
1038,202735.31,548089.91,18.85
1039,202735.31,547999.91,18.33
1040,202735.31,547909.91,18.36
1041,202735.31,547819.91,19.71
1042,202735.31,547729.91,21.21
1043,202735.31,547639.91,22.42
1044,202735.31,547549.91,23.77
1045,202735.31,547459.91,23.53
1046,202735.31,547369.91,21.68
1047,202735.31,547279.91,20.71
1048,202735.31,547189.91,19.98
1049,202735.31,547099.91,20.89
1050,202735.31,547009.91,23.36
1051,202735.31,546919.91,25.9
1052,202735.31,546829.91,28.52
1053,202735.31,546739.91,31.43
1054,202735.31,546649.91,33.6
1055,202735.31,546559.91,36.31
1056,202735.31,546469.91,39.78
1057,202735.31,546379.91,38.72
1058,202735.31,546289.91,36.09
1059,202735.31,546199.91,33.92
1060,202735.31,546109.91,32.2
1061,202735.31,546019.91,31.31
1062,202735.31,545929.91,34.39
1063,202735.31,545839.91,38.17
1064,202735.31,545749.91,43.51
1065,202735.31,545659.91,45.4
1066,202735.31,545569.91,38.93
1067,202735.31,545479.91,32.68
1068,202735.31,545389.91,33.84
1069,202735.31,545299.91,40.78
1070,202735.31,545209.91,48.85
1071,202735.31,545119.91,56.01
1072,202735.31,545029.91,62.33
1073,202735.31,544939.91,61.69
1074,202735.31,544849.91,56.69
1075,202735.31,544759.91,54.93
1076,202735.31,544669.91,50.71
1077,202735.31,544579.91,46.31
1078,202735.31,544489.91,39.58
1079,202735.31,544399.91,31.61
1080,202735.31,544309.91,27.58
1081,202735.31,544219.91,25.24
1082,202735.31,544129.91,23.76
1083,202735.31,544039.91,21.04
1084,202735.31,543949.91,18.49
1085,202735.31,543859.91,17.62
1086,202735.31,543769.91,17.42
1087,202735.31,543679.91,17.64
1088,202735.31,543589.91,18.3
1089,202735.31,543499.91,19.26
1090,202735.31,543409.91,19.61
1091,202735.31,543319.91,19.88
1092,202735.31,543229.91,20.62
1093,202735.31,543139.91,21.27
1094,202735.31,543049.91,21.18
1095,202735.31,542959.91,21.5
1096,202825.31,548899.91,4.31
1097,202825.31,548809.91,4.59
1098,202825.31,548719.91,4.81
1099,202825.31,548629.91,4.99
1100,202825.31,548539.91,5.26
1101,202825.31,548449.91,5.49
1102,202825.31,548359.91,7.03
1103,202825.31,548269.91,14.42
1104,202825.31,548179.91,19.14
1105,202825.31,548089.91,19.22
1106,202825.31,547999.91,18.99
1107,202825.31,547909.91,19.1
1108,202825.31,547819.91,19.97
1109,202825.31,547729.91,20.58
1110,202825.31,547639.91,21.04
1111,202825.31,547549.91,22.21
1112,202825.31,547459.91,22.9
1113,202825.31,547369.91,22.64
1114,202825.31,547279.91,22.58
1115,202825.31,547189.91,22.12
1116,202825.31,547099.91,22.72
1117,202825.31,547009.91,24.14
1118,202825.31,546919.91,25.26
1119,202825.31,546829.91,27.23
1120,202825.31,546739.91,30.94
1121,202825.31,546649.91,35.14
1122,202825.31,546559.91,40.24
1123,202825.31,546469.91,44.14
1124,202825.31,546379.91,43.99
1125,202825.31,546289.91,41.43
1126,202825.31,546199.91,37.98
1127,202825.31,546109.91,35.82
1128,202825.31,546019.91,35.52
1129,202825.31,545929.91,39.77
1130,202825.31,545839.91,46.54
1131,202825.31,545749.91,51.12
1132,202825.31,545659.91,46.33
1133,202825.31,545569.91,38.48
1134,202825.31,545479.91,34.4
1135,202825.31,545389.91,37.04
1136,202825.31,545299.91,44.39
1137,202825.31,545209.91,50.35
1138,202825.31,545119.91,54.49
1139,202825.31,545029.91,58.49
1140,202825.31,544939.91,57.16
1141,202825.31,544849.91,50.45
1142,202825.31,544759.91,43.83
1143,202825.31,544669.91,41.01
1144,202825.31,544579.91,39.32
1145,202825.31,544489.91,34.83
1146,202825.31,544399.91,30.01
1147,202825.31,544309.91,26.73
1148,202825.31,544219.91,22.73
1149,202825.31,544129.91,20.59
1150,202825.31,544039.91,19.42
1151,202825.31,543949.91,18.2
1152,202825.31,543859.91,17.66
1153,202825.31,543769.91,17.66
1154,202825.31,543679.91,18.04
1155,202825.31,543589.91,19.31
1156,202825.31,543499.91,20.76
1157,202825.31,543409.91,21.04
1158,202825.31,543319.91,21.85
1159,202825.31,543229.91,24.06
1160,202825.31,543139.91,25.96
1161,202825.31,543049.91,25.82
1162,202825.31,542959.91,25.6
1163,202825.31,542869.91,26.33
1164,202825.31,542779.91,28.9
1165,202915.31,548899.91,4.55
1166,202915.31,548809.91,4.77
1167,202915.31,548719.91,4.94
1168,202915.31,548629.91,5.09
1169,202915.31,548539.91,5.29
1170,202915.31,548449.91,5.43
1171,202915.31,548359.91,5.65
1172,202915.31,548269.91,10.46
1173,202915.31,548179.91,17.62
1174,202915.31,548089.91,19.6
1175,202915.31,547999.91,19.23
1176,202915.31,547909.91,19.51
1177,202915.31,547819.91,20.35
1178,202915.31,547729.91,20.09
1179,202915.31,547639.91,19.93
1180,202915.31,547549.91,20.8
1181,202915.31,547459.91,21.37
1182,202915.31,547369.91,21.66
1183,202915.31,547279.91,22.52
1184,202915.31,547189.91,23.61
1185,202915.31,547099.91,24.5
1186,202915.31,547009.91,24.96
1187,202915.31,546919.91,25.53
1188,202915.31,546829.91,28.54
1189,202915.31,546739.91,33.01
1190,202915.31,546649.91,37.5
1191,202915.31,546559.91,44.11
1192,202915.31,546469.91,49.31
1193,202915.31,546379.91,49.66
1194,202915.31,546289.91,45.77
1195,202915.31,546199.91,41.05
1196,202915.31,546109.91,38.89
1197,202915.31,546019.91,40.27
1198,202915.31,545929.91,46.19
1199,202915.31,545839.91,54.76
1200,202915.31,545749.91,58.15
1201,202915.31,545659.91,51.55
1202,202915.31,545569.91,42.57
1203,202915.31,545479.91,36.95
1204,202915.31,545389.91,37.96
1205,202915.31,545299.91,42.79
1206,202915.31,545209.91,47.32
1207,202915.31,545119.91,50.32
1208,202915.31,545029.91,51.95
1209,202915.31,544939.91,52.44
1210,202915.31,544849.91,46.2
1211,202915.31,544759.91,37.96
1212,202915.31,544669.91,34.48
1213,202915.31,544579.91,33.53
1214,202915.31,544489.91,31.13
1215,202915.31,544399.91,28.19
1216,202915.31,544309.91,25.57
1217,202915.31,544219.91,22.31
1218,202915.31,544129.91,20.78
1219,202915.31,544039.91,20.09
1220,202915.31,543949.91,18.77
1221,202915.31,543859.91,17.62
1222,202915.31,543769.91,17.82
1223,202915.31,543679.91,18.85
1224,202915.31,543589.91,21.51
1225,202915.31,543499.91,23.38
1226,202915.31,543409.91,23.95
1227,202915.31,543319.91,24.53
1228,202915.31,543229.91,27.53
1229,202915.31,543139.91,30.9
1230,202915.31,543049.91,31.89
1231,202915.31,542959.91,32.39
1232,202915.31,542869.91,32.54
1233,202915.31,542779.91,31.53
1234,202915.31,542689.91,32.81
1235,203005.31,548899.91,5.73
1236,203005.31,548809.91,5.04
1237,203005.31,548719.91,5.13
1238,203005.31,548629.91,5.21
1239,203005.31,548539.91,5.32
1240,203005.31,548449.91,5.37
1241,203005.31,548359.91,5.04
1242,203005.31,548269.91,7.91
1243,203005.31,548179.91,15.48
1244,203005.31,548089.91,19.32
1245,203005.31,547999.91,19.63
1246,203005.31,547909.91,20.07
1247,203005.31,547819.91,19.76
1248,203005.31,547729.91,18.82
1249,203005.31,547639.91,18.99
1250,203005.31,547549.91,19.48
1251,203005.31,547459.91,19.75
1252,203005.31,547369.91,20.41
1253,203005.31,547279.91,22.17
1254,203005.31,547189.91,23.84
1255,203005.31,547099.91,24.61
1256,203005.31,547009.91,25.28
1257,203005.31,546919.91,26.09
1258,203005.31,546829.91,29.06
1259,203005.31,546739.91,34.32
1260,203005.31,546649.91,38.99
1261,203005.31,546559.91,46.08
1262,203005.31,546469.91,50.37
1263,203005.31,546379.91,50.16
1264,203005.31,546289.91,47.94
1265,203005.31,546199.91,45.94
1266,203005.31,546109.91,45.65
1267,203005.31,546019.91,47.29
1268,203005.31,545929.91,51.77
1269,203005.31,545839.91,57.23
1270,203005.31,545749.91,59.95
1271,203005.31,545659.91,54.53
1272,203005.31,545569.91,45.11
1273,203005.31,545479.91,38.81
1274,203005.31,545389.91,37.45
1275,203005.31,545299.91,39.58
1276,203005.31,545209.91,42.41
1277,203005.31,545119.91,45.49
1278,203005.31,545029.91,48.65
1279,203005.31,544939.91,51.9
1280,203005.31,544849.91,47.3
1281,203005.31,544759.91,39.68
1282,203005.31,544669.91,35.58
1283,203005.31,544579.91,33.95
1284,203005.31,544489.91,32.37
1285,203005.31,544399.91,29.92
1286,203005.31,544309.91,27.64
1287,203005.31,544219.91,25.68
1288,203005.31,544129.91,24.3
1289,203005.31,544039.91,22.66
1290,203005.31,543949.91,20.19
1291,203005.31,543859.91,18.36
1292,203005.31,543769.91,18.49
1293,203005.31,543679.91,19.83
1294,203005.31,543589.91,23.46
1295,203005.31,543499.91,26.15
1296,203005.31,543409.91,31.04
1297,203005.31,543319.91,33.72
1298,203005.31,543229.91,36.31
1299,203005.31,543139.91,37.93
1300,203005.31,543049.91,34.61
1301,203005.31,542959.91,32.01
1302,203005.31,542869.91,31.23
1303,203005.31,542779.91,30.2
1304,203005.31,542689.91,31.61
1305,203005.31,542599.91,38.36
1306,203005.31,542509.91,49.62
1307,203095.31,548899.91,8.34
1308,203095.31,548809.91,5.31
1309,203095.31,548719.91,5.31
1310,203095.31,548629.91,5.33
1311,203095.31,548539.91,5.35
1312,203095.31,548449.91,5.36
1313,203095.31,548359.91,5.37
1314,203095.31,548269.91,5.47
1315,203095.31,548179.91,10.02
1316,203095.31,548089.91,17.15
1317,203095.31,547999.91,19.6
1318,203095.31,547909.91,19.27
1319,203095.31,547819.91,18.78
1320,203095.31,547729.91,18.02
1321,203095.31,547639.91,17.82
1322,203095.31,547549.91,17.93
1323,203095.31,547459.91,17.93
1324,203095.31,547369.91,18.54
1325,203095.31,547279.91,20.86
1326,203095.31,547189.91,22.78
1327,203095.31,547099.91,24.11
1328,203095.31,547009.91,25.44
1329,203095.31,546919.91,26.86
1330,203095.31,546829.91,29.33
1331,203095.31,546739.91,33.6
1332,203095.31,546649.91,37.87
1333,203095.31,546559.91,43.08
1334,203095.31,546469.91,46.24
1335,203095.31,546379.91,47.44
1336,203095.31,546289.91,48.98
1337,203095.31,546199.91,51.5
1338,203095.31,546109.91,54.89
1339,203095.31,546019.91,58.37
1340,203095.31,545929.91,60.66
1341,203095.31,545839.91,62.32
1342,203095.31,545749.91,61.48
1343,203095.31,545659.91,55.01
1344,203095.31,545569.91,46.31
1345,203095.31,545479.91,40.95
1346,203095.31,545389.91,38.92
1347,203095.31,545299.91,40.49
1348,203095.31,545209.91,42.71
1349,203095.31,545119.91,45.75
1350,203095.31,545029.91,49.69
1351,203095.31,544939.91,55.21
1352,203095.31,544849.91,54.04
1353,203095.31,544759.91,47.97
1354,203095.31,544669.91,43.13
1355,203095.31,544579.91,40.49
1356,203095.31,544489.91,38.67
1357,203095.31,544399.91,36.33
1358,203095.31,544309.91,35.2
1359,203095.31,544219.91,32.34
1360,203095.31,544129.91,26.83
1361,203095.31,544039.91,22.68
1362,203095.31,543949.91,20.12
1363,203095.31,543859.91,19.21
1364,203095.31,543769.91,19.92
1365,203095.31,543679.91,22.02
1366,203095.31,543589.91,23.6
1367,203095.31,543499.91,27.72
1368,203095.31,543409.91,41.02
1369,203095.31,543319.91,46.34
1370,203095.31,543229.91,46.06
1371,203095.31,543139.91,40.48
1372,203095.31,543049.91,31.62
1373,203095.31,542959.91,26.27
1374,203095.31,542869.91,24.58
1375,203095.31,542779.91,25.7
1376,203095.31,542689.91,27.79
1377,203095.31,542599.91,28.88
1378,203095.31,542509.91,30.33
1379,203095.31,542419.91,36.43
1380,203095.31,542329.91,46.42
1381,203185.31,548899.91,9.97
1382,203185.31,548809.91,5.51
1383,203185.31,548719.91,5.33
1384,203185.31,548629.91,5.35
1385,203185.31,548539.91,5.35
1386,203185.31,548449.91,5.34
1387,203185.31,548359.91,5.34
1388,203185.31,548269.91,5.34
1389,203185.31,548179.91,7.58
1390,203185.31,548089.91,15.89
1391,203185.31,547999.91,20.05
1392,203185.31,547909.91,19.52
1393,203185.31,547819.91,19.21
1394,203185.31,547729.91,18.44
1395,203185.31,547639.91,17.94
1396,203185.31,547549.91,18.1
1397,203185.31,547459.91,18.3
1398,203185.31,547369.91,18.44
1399,203185.31,547279.91,18.54
1400,203185.31,547189.91,19.09
1401,203185.31,547099.91,21.79
1402,203185.31,547009.91,23.97
1403,203185.31,546919.91,25.27
1404,203185.31,546829.91,27.42
1405,203185.31,546739.91,29.46
1406,203185.31,546649.91,32.17
1407,203185.31,546559.91,36.56
1408,203185.31,546469.91,38.68
1409,203185.31,546379.91,43.0
1410,203185.31,546289.91,49.03
1411,203185.31,546199.91,54.98
1412,203185.31,546109.91,61.65
1413,203185.31,546019.91,66.49
1414,203185.31,545929.91,67.65
1415,203185.31,545839.91,68.84
1416,203185.31,545749.91,64.9
1417,203185.31,545659.91,55.89
1418,203185.31,545569.91,47.49
1419,203185.31,545479.91,41.5
1420,203185.31,545389.91,40.69
1421,203185.31,545299.91,43.21
1422,203185.31,545209.91,45.29
1423,203185.31,545119.91,49.35
1424,203185.31,545029.91,54.41
1425,203185.31,544939.91,59.49
1426,203185.31,544849.91,58.39
1427,203185.31,544759.91,52.25
1428,203185.31,544669.91,47.24
1429,203185.31,544579.91,45.0
1430,203185.31,544489.91,44.22
1431,203185.31,544399.91,42.54
1432,203185.31,544309.91,40.94
1433,203185.31,544219.91,33.86
1434,203185.31,544129.91,26.42
1435,203185.31,544039.91,22.83
1436,203185.31,543949.91,21.07
1437,203185.31,543859.91,20.43
1438,203185.31,543769.91,21.76
1439,203185.31,543679.91,25.67
1440,203185.31,543589.91,27.56
1441,203185.31,543499.91,29.61
1442,203185.31,543409.91,39.29
1443,203185.31,543319.91,40.43
1444,203185.31,543229.91,39.71
1445,203185.31,543139.91,37.95
1446,203185.31,543049.91,31.79
1447,203185.31,542959.91,25.73
1448,203185.31,542869.91,22.51
1449,203185.31,542779.91,21.99
1450,203185.31,542689.91,24.24
1451,203185.31,542599.91,26.73
1452,203185.31,542509.91,27.09
1453,203185.31,542419.91,28.41
1454,203185.31,542329.91,35.21
